method,function_name,target,run_id,found,validated,best_chromosome,best_fitness,reached_branch,generation,evaluations,runtime,actual_output,actual_validated
RANDOM,sign_type,zero,4,False,False,[-1],1.0,,0,1000,0.0005174999969312,negative,False
RANDOM,sign_type,zero,5,False,False,[-3],3.0,,0,1000,0.0005027919978601,negative,False
RANDOM,sign_type,zero,6,False,False,[3],3.0,,0,1000,0.0005039590032538,positive,False
RANDOM,sign_type,zero,7,False,False,[2],2.0,,0,1000,0.000499249988934,positive,False
RANDOM,sign_type,zero,8,False,False,[4],4.0,,0,1000,0.0005037920054746,positive,False
RANDOM,sign_type,zero,9,False,False,[3],3.0,,0,1000,0.0005028330051572,positive,False
RANDOM,sign_type,zero,10,True,True,[0],0.0,zero,0,223,0.0001231659989571,zero,True
RANDOM,sign_type,zero,11,False,False,[3],3.0,,0,1000,0.0005048339953646,positive,False
RANDOM,sign_type,zero,12,False,False,[1],1.0,,0,1000,0.0005380420043366,positive,False
RANDOM,sign_type,zero,13,False,False,[-4],4.0,,0,1000,0.0005330840067472,negative,False
RANDOM,sign_type,zero,14,False,False,[-1],1.0,,0,1000,0.0005326670070644,negative,False
RANDOM,sign_type,zero,15,False,False,[5],5.0,,0,1000,0.0005353330052457,positive,False
RANDOM,sign_type,zero,16,False,False,[4],4.0,,0,1000,0.0005227079964242,positive,False
RANDOM,sign_type,zero,17,False,False,[2],2.0,,0,1000,0.0005010410095565,positive,False
RANDOM,sign_type,zero,18,False,False,[-3],3.0,,0,1000,0.0004997079959139,negative,False
RANDOM,sign_type,zero,19,False,False,[1],1.0,,0,1000,0.0005125000025145,positive,False
RANDOM,sign_type,zero,20,False,False,[1],1.0,,0,1000,0.0005268749955575,positive,False
RANDOM,sign_type,zero,21,True,True,[0],0.0,zero,0,677,0.0003427079936955,zero,True
RANDOM,sign_type,zero,22,False,False,[1],1.0,,0,1000,0.0005148330092197,positive,False
RANDOM,sign_type,zero,23,False,False,[2],2.0,,0,1000,0.000538125008461,positive,False
RANDOM,sign_type,zero,24,True,True,[0],0.0,zero,0,372,0.0002035000070463,zero,True
RANDOM,sign_type,zero,25,True,True,[0],0.0,zero,0,358,0.0001968750002561,zero,True
RANDOM,sign_type,zero,26,False,False,[-3],3.0,,0,1000,0.0005320410127751,negative,False
RANDOM,sign_type,zero,27,True,True,[0],0.0,zero,0,792,0.0004262920119799,zero,True
RANDOM,sign_type,zero,28,False,False,[-3],3.0,,0,1000,0.0005257500015432,negative,False
RANDOM,sign_type,zero,29,False,False,[1],1.0,,0,1000,0.0005069579929113,positive,False
RANDOM,string_category,empty,0,True,True,[''],0.0,empty,0,37,9.68750100582838e-05,empty,True
RANDOM,string_category,empty,1,True,True,[''],0.0,empty,0,5,1.1249998351559045e-05,empty,True
RANDOM,string_category,empty,2,True,True,[''],0.0,empty,0,9,2.283399226143956e-05,empty,True
RANDOM,string_category,empty,3,True,True,[''],0.0,empty,0,22,5.670799873769283e-05,empty,True
RANDOM,string_category,empty,4,True,True,[''],0.0,empty,0,20,4.6209010179154575e-05,empty,True
RANDOM,string_category,empty,5,True,True,[''],0.0,empty,0,14,3.391699283383787e-05,empty,True
RANDOM,string_category,empty,6,True,True,[''],0.0,empty,0,49,9.970799146685748e-05,empty,True
RANDOM,string_category,empty,7,True,True,[''],0.0,empty,0,1,2.1249870769679542e-06,empty,True
RANDOM,string_category,empty,8,True,True,[''],0.0,empty,0,10,2.474999928381294e-05,empty,True
RANDOM,string_category,empty,9,True,True,[''],0.0,empty,0,4,1.058299676515162e-05,empty,True
RANDOM,string_category,empty,10,True,True,[''],0.0,empty,0,37,8.529199112672359e-05,empty,True
RANDOM,string_category,empty,11,True,True,[''],0.0,empty,0,27,6.600000779144466e-05,empty,True
RANDOM,string_category,empty,12,True,True,[''],0.0,empty,0,17,4.1207997128367424e-05,empty,True
RANDOM,string_category,empty,13,True,True,[''],0.0,empty,0,8,2.024999412242323e-05,empty,True
RANDOM,string_category,empty,14,True,True,[''],0.0,empty,0,9,2.1917003323324025e-05,empty,True
RANDOM,string_category,empty,15,True,True,[''],0.0,empty,0,10,2.679099270608276e-05,empty,True
RANDOM,string_category,empty,16,True,True,[''],0.0,empty,0,22,5.458299710880965e-05,empty,True
RANDOM,string_category,empty,17,True,True,[''],0.0,empty,0,16,4.162501136306673e-05,empty,True
RANDOM,string_category,empty,18,True,True,[''],0.0,empty,0,26,6.983400089666247e-05,empty,True
RANDOM,string_category,empty,19,True,True,[''],0.0,empty,0,16,3.791599010583013e-05,empty,True
RANDOM,string_category,empty,20,True,True,[''],0.0,empty,0,3,7.624999852851033e-06,empty,True
RANDOM,string_category,empty,21,True,True,[''],0.0,empty,0,3,7.208000170066953e-06,empty,True
RANDOM,string_category,empty,22,True,True,[''],0.0,empty,0,11,2.3665998014621437e-05,empty,True
RANDOM,string_category,empty,23,True,True,[''],0.0,empty,0,18,3.879200085066259e-05,empty,True
RANDOM,string_category,empty,24,True,True,[''],0.0,empty,0,16,3.5375007428228855e-05,empty,True
RANDOM,string_category,empty,25,True,True,[''],0.0,empty,0,2,3.915993147529662e-06,empty,True
RANDOM,string_category,empty,26,True,True,[''],0.0,empty,0,34,8.137499389704317e-05,empty,True
RANDOM,string_category,empty,27,True,True,[''],0.0,empty,0,7,1.2124990462325512e-05,empty,True
RANDOM,string_category,empty,28,True,True,[''],0.0,empty,0,5,1.375000283587724e-05,empty,True
RANDOM,string_category,empty,29,True,True,[''],0.0,empty,0,6,1.3832992408424616e-05,empty,True
RANDOM,string_category,long_non_palindrome,0,True,True,['b1WpBb3HpyCqI66'],0.0,long_non_palindrome,0,1,4.707995685748756e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,1,True,True,['L6DvO3qP'],0.0,long_non_palindrome,0,1,3.541994374245405e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,2,True,True,['x3icUKoChVlrM'],0.0,long_non_palindrome,0,1,4.083995008841157e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,3,True,True,['JuMkVvB'],0.0,long_non_palindrome,0,1,3.416993422433734e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,4,True,True,['DliGjRtF3zY1D'],0.0,long_non_palindrome,0,3,8.041999535635114e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,5,True,True,['q9I4FtXl8qj4'],0.0,long_non_palindrome,0,3,7.874987204559147e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,6,True,True,['DIUdf0eN'],0.0,long_non_palindrome,0,2,4.999994416721165e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,7,True,True,['XxVsXapN'],0.0,long_non_palindrome,0,3,6.6250067902728915e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,8,True,True,['ybmjZMFv5T1LBoM'],0.0,long_non_palindrome,0,2,4.9579975893720984e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,9,True,True,['ffBah0B0c'],0.0,long_non_palindrome,0,1,3.916997229680419e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,10,True,True,['S99kwASLUzd'],0.0,long_non_palindrome,0,1,4.125002305954695e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,11,True,True,['39chhq5WjVq0eG'],0.0,long_non_palindrome,0,2,6.000002031214535e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,12,True,True,['ZyKqVq1SK'],0.0,long_non_palindrome,0,1,3.834007657133043e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,13,True,True,['fEExWmLfD6nJqe'],0.0,long_non_palindrome,0,2,5.207999492995441e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,14,True,True,['kkYmyu0PJE'],0.0,long_non_palindrome,0,1,3.957989974878728e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,15,True,True,['lZQ59XoCMHwDp'],0.0,long_non_palindrome,0,5,1.200000406242907e-05,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,16,True,True,['Bs6eJBNx6loLv'],0.0,long_non_palindrome,0,3,7.458002073690295e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,17,True,True,['DtRWRMpsY4s'],0.0,long_non_palindrome,0,1,3.16700607072562e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,18,True,True,['PMejsaOH6nr'],0.0,long_non_palindrome,0,1,4.0000013541430235e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,19,True,True,['xxYGtLQosXpV'],0.0,long_non_palindrome,0,1,4.125002305954695e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,20,True,True,['8cFpdOiO81'],0.0,long_non_palindrome,0,1,3.959008608944714e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,21,True,True,['QsQRaUmPU1xZaa'],0.0,long_non_palindrome,0,1,4.542001988738775e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,22,True,True,['vmiFwEMnohNgf'],0.0,long_non_palindrome,0,1,4.125002305954695e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,23,True,True,['cEmAe70cf9g'],0.0,long_non_palindrome,0,3,7.708003977313638e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,24,True,True,['Nu16AC15XS2mz'],0.0,long_non_palindrome,0,1,3.749999450519681e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,25,True,True,['h8uUApb7gvkKFW'],0.0,long_non_palindrome,0,2,6.624992238357663e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,26,True,True,['XSfFIr'],0.0,long_non_palindrome,0,1,3.4589902497828007e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,27,True,True,['ZnBWLHfjmskn'],0.0,long_non_palindrome,0,1,3.4580007195472717e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,28,True,True,['t1iiZFcLYKB5wM'],0.0,long_non_palindrome,0,1,4.541987436823547e-06,long_non_palindrome,True
RANDOM,string_category,long_non_palindrome,29,True,True,['j4R2YaxKHZBH'],0.0,long_non_palindrome,0,2,6.542002665810287e-06,long_non_palindrome,True
RANDOM,string_category,long_palindrome,0,False,False,['xYzDhGz'],1.0,,0,1000,0.0019170000014128,long_non_palindrome,False
RANDOM,string_category,long_palindrome,1,False,False,['OBVXKJhdi'],1.0,,0,1000,0.0020723750058095,long_non_palindrome,False
RANDOM,string_category,long_palindrome,2,False,False,['32caWMTy'],1.0,,0,1000,0.0019149589934386,long_non_palindrome,False
RANDOM,string_category,long_palindrome,3,False,False,['XVzsI'],1.0,,0,1000,0.0020867080020252,other,False
RANDOM,string_category,long_palindrome,4,False,False,['5rvMLiFqdn'],1.0,,0,1000,0.0019536250038072,long_non_palindrome,False
RANDOM,string_category,long_palindrome,5,False,False,['mdnCFv'],1.0,,0,1000,0.0020294999994803,long_non_palindrome,False
RANDOM,string_category,long_palindrome,6,False,False,['WRPUj'],1.0,,0,1000,0.0019749580096686,other,False
RANDOM,string_category,long_palindrome,7,False,False,['wLX5'],1.0,,0,1000,0.0020409999997355,other,False
RANDOM,string_category,long_palindrome,8,False,False,['UspW4'],1.0,,0,1000,0.0019604169938247,other,False
RANDOM,string_category,long_palindrome,9,False,False,['TpVHIwmVqw'],1.0,,0,1000,0.0021033749944763,long_non_palindrome,False
RANDOM,string_category,long_palindrome,10,False,False,['aCnP73SK0'],1.0,,0,1000,0.0020102080015931,long_non_palindrome,False
RANDOM,string_category,long_palindrome,11,False,False,['QIkJeg'],1.0,,0,1000,0.0019325829925946,long_non_palindrome,False
RANDOM,string_category,long_palindrome,12,False,False,['JllZphl'],1.0,,0,1000,0.0020554169896058,long_non_palindrome,False
RANDOM,string_category,long_palindrome,13,False,False,['GYCKyEIx'],1.0,,0,1000,0.0020012919994769,long_non_palindrome,False
RANDOM,string_category,long_palindrome,14,False,False,['pyTs1'],1.0,,0,1000,0.0020219580037519,other,False
RANDOM,string_category,long_palindrome,15,False,False,['E1aB9faQUhF'],1.0,,0,1000,0.0019679169927258,long_non_palindrome,False
RANDOM,string_category,long_palindrome,16,False,False,['Hqv9'],1.0,,0,1000,0.0020580830023391,other,False
RANDOM,string_category,long_palindrome,17,False,False,['ogBw1ajbs2W'],1.0,,0,1000,0.0019701669953064,long_non_palindrome,False
RANDOM,string_category,long_palindrome,18,False,False,['bj8y'],1.0,,0,1000,0.0020929169986629,other,False
RANDOM,string_category,long_palindrome,19,False,False,['Jb8DUy'],1.0,,0,1000,0.0019680409895954,long_non_palindrome,False
RANDOM,string_category,long_palindrome,20,False,False,['LHKXRs7K1VedYN'],1.0,,0,1000,0.0020064999989699,long_non_palindrome,False
RANDOM,string_category,long_palindrome,21,False,False,['00XSaJmsoZ'],1.0,,0,1000,0.0019859579915646,long_non_palindrome,False
RANDOM,string_category,long_palindrome,22,False,False,['VwcQsb'],1.0,,0,1000,0.0020355419983388,long_non_palindrome,False
RANDOM,string_category,long_palindrome,23,False,False,['x1G4ATO7ru85RDH'],1.0,,0,1000,0.001935208987561,long_non_palindrome,False
RANDOM,string_category,long_palindrome,24,False,False,['yBedtIlFpt9Fxfy'],1.0,,0,1000,0.0020583330042427,long_non_palindrome,False
RANDOM,string_category,long_palindrome,25,False,False,['fDpdxwKKZae'],1.0,,0,1000,0.0019494589942041,long_non_palindrome,False
RANDOM,string_category,long_palindrome,26,False,False,['XGG3v'],1.0,,0,1000,0.0020687079959316,other,False
RANDOM,string_category,long_palindrome,27,False,False,['usdH'],1.0,,0,1000,0.0019362919993,other,False
RANDOM,string_category,long_palindrome,28,False,False,['JYGWV'],1.0,,0,1000,0.0020246249914634,other,False
RANDOM,string_category,long_palindrome,29,False,False,['EEsCO'],1.0,,0,1000,0.0020166250033071,other,False
RANDOM,string_category,other,0,True,True,['YKs'],0.0,other,0,1,3.04199056699872e-06,other,True
RANDOM,string_category,other,1,True,True,['M2kN'],0.0,other,0,2,6.875008693896234e-06,other,True
RANDOM,string_category,other,2,True,True,['Ffn'],0.0,other,0,7,1.841600169427693e-05,other,True
RANDOM,string_category,other,3,True,True,['rzhl2'],0.0,other,0,5,1.2999997125007212e-05,other,True
RANDOM,string_category,other,4,True,True,['5BTN'],0.0,other,0,7,1.6165999113582075e-05,other,True
RANDOM,string_category,other,5,True,True,['0Ab'],0.0,other,0,2,6.08300615567714e-06,other,True
RANDOM,string_category,other,6,True,True,['gsx'],0.0,other,0,1,2.5000044843181968e-06,other,True
RANDOM,string_category,other,7,True,True,['13'],0.0,other,0,3,8.500006515532732e-06,other,True
RANDOM,string_category,other,8,True,True,['MC'],0.0,other,0,1,2.707995008677244e-06,other,True
RANDOM,string_category,other,9,True,True,['KzMO'],0.0,other,0,8,2.083399158436805e-05,other,True
RANDOM,string_category,other,10,True,True,['fLKKM'],0.0,other,0,4,1.09999964479357e-05,other,True
RANDOM,string_category,other,11,True,True,['Bh'],0.0,other,0,1,2.7500063879415393e-06,other,True
RANDOM,string_category,other,12,True,True,['oSdu'],0.0,other,0,1,2.3750035325065255e-06,other,True
RANDOM,string_category,other,13,True,True,['lj4x'],0.0,other,0,8,2.2916006855666637e-05,other,True
RANDOM,string_category,other,14,True,True,['YtU'],0.0,other,0,3,6.7920045694336295e-06,other,True
RANDOM,string_category,other,15,True,True,['NZ5cM'],0.0,other,0,5,1.1957992683164775e-05,other,True
RANDOM,string_category,other,16,True,True,['wPk7'],0.0,other,0,5,1.4833000022917986e-05,other,True
RANDOM,string_category,other,17,True,True,['h70'],0.0,other,0,1,2.5420013116672635e-06,other,True
RANDOM,string_category,other,18,True,True,['Li'],0.0,other,0,5,1.2832999345846474e-05,other,True
RANDOM,string_category,other,19,True,True,['zwxCx'],0.0,other,0,12,3.079201269429177e-05,other,True
RANDOM,string_category,other,20,True,True,['kKq'],0.0,other,0,1,2.8340000426396728e-06,other,True
RANDOM,string_category,other,21,True,True,['MIsE'],0.0,other,0,2,5.541995051316917e-06,other,True
RANDOM,string_category,other,22,True,True,['7MA'],0.0,other,0,4,1.0042000212706624e-05,other,True
RANDOM,string_category,other,23,True,True,['FzUj'],0.0,other,0,1,3.000008291564882e-06,other,True
RANDOM,string_category,other,24,True,True,['cm'],0.0,other,0,2,5.333000444807112e-06,other,True
RANDOM,string_category,other,25,True,True,['2zv'],0.0,other,0,8,2.1791987819597125e-05,other,True
RANDOM,string_category,other,26,True,True,['wn'],0.0,other,0,3,7.208989700302482e-06,other,True
RANDOM,string_category,other,27,True,True,['wHcM'],0.0,other,0,2,5.750000127591193e-06,other,True
RANDOM,string_category,other,28,True,True,['Scy'],0.0,other,0,4,8.207993232645094e-06,other,True
RANDOM,string_category,other,29,True,True,['4o'],0.0,other,0,2,5.457986844703555e-06,other,True
RANDOM,string_category,short_palindrome,0,True,True,['o'],0.0,short_palindrome,0,2,5.041991244070232e-06,short_palindrome,True
RANDOM,string_category,short_palindrome,1,True,True,['i'],0.0,short_palindrome,0,35,7.945898687466979e-05,short_palindrome,True
RANDOM,string_category,short_palindrome,2,True,True,['k'],0.0,short_palindrome,0,10,2.300000051036477e-05,short_palindrome,True
RANDOM,string_category,short_palindrome,3,True,True,['H'],0.0,short_palindrome,0,18,3.9165999623946846e-05,short_palindrome,True
RANDOM,string_category,short_palindrome,4,True,True,['e'],0.0,short_palindrome,0,9,2.154200046788901e-05,short_palindrome,True
RANDOM,string_category,short_palindrome,5,True,True,['Q'],0.0,short_palindrome,0,31,6.816600216552615e-05,short_palindrome,True
RANDOM,string_category,short_palindrome,6,True,True,['W'],0.0,short_palindrome,0,7,1.649999467190355e-05,short_palindrome,True
RANDOM,string_category,short_palindrome,7,True,True,['y'],0.0,short_palindrome,0,36,7.616700895596296e-05,short_palindrome,True
RANDOM,string_category,short_palindrome,8,True,True,['b'],0.0,short_palindrome,0,13,3.22920095641166e-05,short_palindrome,True
RANDOM,string_category,short_palindrome,9,True,True,['rr'],0.0,short_palindrome,0,49,0.0001047090045176,short_palindrome,True
RANDOM,string_category,short_palindrome,10,True,True,['h'],0.0,short_palindrome,0,32,6.641700747422874e-05,short_palindrome,True
RANDOM,string_category,short_palindrome,11,True,True,['f'],0.0,short_palindrome,0,3,6.665999535471201e-06,short_palindrome,True
RANDOM,string_category,short_palindrome,12,True,True,['X'],0.0,short_palindrome,0,2,4.792003892362118e-06,short_palindrome,True
RANDOM,string_category,short_palindrome,13,True,True,['w'],0.0,short_palindrome,0,10,2.937500539701432e-05,short_palindrome,True
RANDOM,string_category,short_palindrome,14,True,True,['r'],0.0,short_palindrome,0,30,7.204200665000826e-05,short_palindrome,True
RANDOM,string_category,short_palindrome,15,True,True,['Y'],0.0,short_palindrome,0,1,2.249988028779626e-06,short_palindrome,True
RANDOM,string_category,short_palindrome,16,True,True,['W'],0.0,short_palindrome,0,24,5.562498699873686e-05,short_palindrome,True
RANDOM,string_category,short_palindrome,17,True,True,['R'],0.0,short_palindrome,0,4,8.874994819052517e-06,short_palindrome,True
RANDOM,string_category,short_palindrome,18,True,True,['9'],0.0,short_palindrome,0,6,1.6292004147544503e-05,short_palindrome,True
RANDOM,string_category,short_palindrome,19,True,True,['e'],0.0,short_palindrome,0,5,1.0667004971764982e-05,short_palindrome,True
RANDOM,string_category,short_palindrome,20,True,True,['k'],0.0,short_palindrome,0,11,2.5917004677467048e-05,short_palindrome,True
RANDOM,string_category,short_palindrome,21,True,True,['T'],0.0,short_palindrome,0,1,2.541986759752035e-06,short_palindrome,True
RANDOM,string_category,short_palindrome,22,True,True,['p'],0.0,short_palindrome,0,25,6.533300620503724e-05,short_palindrome,True
RANDOM,string_category,short_palindrome,23,True,True,['a'],0.0,short_palindrome,0,23,5.966699973214418e-05,short_palindrome,True
RANDOM,string_category,short_palindrome,24,True,True,['T'],0.0,short_palindrome,0,4,7.291004294529557e-06,short_palindrome,True
RANDOM,string_category,short_palindrome,25,True,True,['s'],0.0,short_palindrome,0,2,4.832996637560427e-06,short_palindrome,True
RANDOM,string_category,short_palindrome,26,True,True,['6'],0.0,short_palindrome,0,3,7.041002390906215e-06,short_palindrome,True
RANDOM,string_category,short_palindrome,27,True,True,['S'],0.0,short_palindrome,0,55,0.0001079170033335,short_palindrome,True
RANDOM,string_category,short_palindrome,28,True,True,['h'],0.0,short_palindrome,0,53,0.0001154580095317,short_palindrome,True
RANDOM,string_category,short_palindrome,29,True,True,['1'],0.0,short_palindrome,0,5,1.1874988558702173e-05,short_palindrome,True
RANDOM,transaction_pattern,contains_zero,0,True,True,"[[-4, 8, 0, -20]]",0.0,contains_zero,0,21,5.270900146570057e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,1,True,True,[[0]],0.0,contains_zero,0,40,8.108399924822152e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,2,True,True,"[[0, -5, -14, 19, -10, -1, 0]]",0.0,contains_zero,0,8,1.8584003555588424e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,3,True,True,"[[17, -16, 0]]",0.0,contains_zero,0,6,1.0667004971764982e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,4,True,True,"[[9, -16, 13, 12, 0, -5, 14]]",0.0,contains_zero,0,20,4.383300256449729e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,5,True,True,"[[20, 0, 19]]",0.0,contains_zero,0,2,5.1249953685328364e-06,contains_zero,True
RANDOM,transaction_pattern,contains_zero,6,True,True,"[[-14, 10, 0, 14, 16, 10, 4]]",0.0,contains_zero,0,8,2.1166997612453997e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,7,True,True,"[[0, 6, 15, -19, -15]]",0.0,contains_zero,0,10,2.4666995159350336e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,8,True,True,"[[-14, 0]]",0.0,contains_zero,0,1,2.874992787837982e-06,contains_zero,True
RANDOM,transaction_pattern,contains_zero,9,True,True,"[[13, 5, -5, -8, 7, -17, 0, -2]]",0.0,contains_zero,0,12,2.924998989328742e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,10,True,True,"[[0, -11, 20]]",0.0,contains_zero,0,2,5.249996320344508e-06,contains_zero,True
RANDOM,transaction_pattern,contains_zero,11,True,True,"[[10, 8, 6, 0, 4]]",0.0,contains_zero,0,9,2.2084001102484763e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,12,True,True,"[[14, 3, 0, -11, -8, -6, -14]]",0.0,contains_zero,0,1,4.1669991333037615e-06,contains_zero,True
RANDOM,transaction_pattern,contains_zero,13,True,True,"[[0, -7, 15, 11, -10, 10]]",0.0,contains_zero,0,8,3.5250006476417184e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,14,True,True,"[[5, 0, -20, -2, -10, -8]]",0.0,contains_zero,0,1,3.875000402331352e-06,contains_zero,True
RANDOM,transaction_pattern,contains_zero,15,True,True,"[[0, -19, 1]]",0.0,contains_zero,0,12,2.97920050797984e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,16,True,True,"[[5, 0, -15]]",0.0,contains_zero,0,10,2.3792003048583865e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,17,True,True,"[[2, -5, 12, -8, 0, 3, 20]]",0.0,contains_zero,0,10,2.1334009943529963e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,18,True,True,"[[18, -10, 0, -20, -1]]",0.0,contains_zero,0,7,1.5416997484862804e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,19,True,True,"[[3, 0, 16, 15, -11, 18, 8]]",0.0,contains_zero,0,12,2.545899769756943e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,20,True,True,"[[-10, 0, -18]]",0.0,contains_zero,0,5,9.25001222640276e-06,contains_zero,True
RANDOM,transaction_pattern,contains_zero,21,True,True,"[[7, -13, -2, 5, 7, -8, 0]]",0.0,contains_zero,0,3,1.0916992323473096e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,22,True,True,"[[0, 16, -12, -12, -4, -19, -2]]",0.0,contains_zero,0,1,3.541994374245405e-06,contains_zero,True
RANDOM,transaction_pattern,contains_zero,23,True,True,"[[7, 16, 16, -12, -18, -4, 0]]",0.0,contains_zero,0,5,1.5583005733788013e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,24,True,True,"[[9, -5, -7, -2, -7, -2, 0, 2]]",0.0,contains_zero,0,9,2.229200617875904e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,25,True,True,"[[9, 15, 0]]",0.0,contains_zero,0,25,5.308400432113558e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,26,True,True,"[[-16, -14, 0, -18, 0]]",0.0,contains_zero,0,7,1.141699613071978e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,27,True,True,"[[-1, 20, -20, -5, -19, 8, 18, 0]]",0.0,contains_zero,0,23,5.3791009122505784e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,28,True,True,"[[3, -19, -13, 9, 18, 0, -7, 16]]",0.0,contains_zero,0,8,2.0791994757018983e-05,contains_zero,True
RANDOM,transaction_pattern,contains_zero,29,True,True,"[[-5, -1, 0, 8, 11, -17, -19]]",0.0,contains_zero,0,18,3.541700425557792e-05,contains_zero,True
RANDOM,transaction_pattern,empty,0,True,True,[[]],0.0,empty,0,10,2.7417001547291875e-05,empty,True
RANDOM,transaction_pattern,empty,1,True,True,[[]],0.0,empty,0,14,2.808398858178407e-05,empty,True
RANDOM,transaction_pattern,empty,2,True,True,[[]],0.0,empty,0,10,1.8708000425249335e-05,empty,True
RANDOM,transaction_pattern,empty,3,True,True,[[]],0.0,empty,0,5,1.1167008779011668e-05,empty,True
RANDOM,transaction_pattern,empty,4,True,True,[[]],0.0,empty,0,5,1.000000338535756e-05,empty,True
RANDOM,transaction_pattern,empty,5,True,True,[[]],0.0,empty,0,12,2.4957989808171988e-05,empty,True
RANDOM,transaction_pattern,empty,6,True,True,[[]],0.0,empty,0,16,3.0458002584055063e-05,empty,True
RANDOM,transaction_pattern,empty,7,True,True,[[]],0.0,empty,0,3,6.50000583846122e-06,empty,True
RANDOM,transaction_pattern,empty,8,True,True,[[]],0.0,empty,0,7,1.4582998119294643e-05,empty,True
RANDOM,transaction_pattern,empty,9,True,True,[[]],0.0,empty,0,10,1.8709004507400095e-05,empty,True
RANDOM,transaction_pattern,empty,10,True,True,[[]],0.0,empty,0,9,1.4292003470472991e-05,empty,True
RANDOM,transaction_pattern,empty,11,True,True,[[]],0.0,empty,0,1,2.2500025806948543e-06,empty,True
RANDOM,transaction_pattern,empty,12,True,True,[[]],0.0,empty,0,10,2.1750005544163287e-05,empty,True
RANDOM,transaction_pattern,empty,13,True,True,[[]],0.0,empty,0,11,1.9374987459741533e-05,empty,True
RANDOM,transaction_pattern,empty,14,True,True,[[]],0.0,empty,0,9,1.666699245106429e-05,empty,True
RANDOM,transaction_pattern,empty,15,True,True,[[]],0.0,empty,0,9,1.5875004464760423e-05,empty,True
RANDOM,transaction_pattern,empty,16,True,True,[[]],0.0,empty,0,10,2.0332998246885836e-05,empty,True
RANDOM,transaction_pattern,empty,17,True,True,[[]],0.0,empty,0,1,2.291009877808392e-06,empty,True
RANDOM,transaction_pattern,empty,18,True,True,[[]],0.0,empty,0,1,2.125001628883183e-06,empty,True
RANDOM,transaction_pattern,empty,19,True,True,[[]],0.0,empty,0,1,2.2080057533457875e-06,empty,True
RANDOM,transaction_pattern,empty,20,True,True,[[]],0.0,empty,0,2,4.374989657662809e-06,empty,True
RANDOM,transaction_pattern,empty,21,True,True,[[]],0.0,empty,0,6,1.2333999620750546e-05,empty,True
RANDOM,transaction_pattern,empty,22,True,True,[[]],0.0,empty,0,4,7.541995728388429e-06,empty,True
